External_ID__c,Resource_Type__c,Organization_Name__c,Phone__c,Website__c,Email__c,Address__c,City__c,State__c,Zip_Code__c,Latitude__c,Longitude__c,Is_24_7__c,Serves_LGBTQIA__c,LGBTQ_Specialized__c,Trans_Inclusive__c,Non_Binary_Inclusive__c,Serves_BIPOC__c,BIPOC_Led__c,Serves_Male_Identifying__c,Serves_Undocumented__c,U_Visa_Support__c,VAWA_Support__c,No_ICE_Contact__c,Serves_Disabled__c,Wheelchair_Accessible__c,Serves_Deaf__c,ASL_Interpreter__c,Is_Free__c,Sliding_Scale__c,Services__c,Languages_Supported__c,Culturally_Specific__c,Description__c
SH262,Shelter,Alliance Against Family Violence Quincy,217-222-5228,www.allianceagainstfv.org,help@alliance-fv.org,P.O. Box 854,Quincy,IL,62306,39.9356,-91.4099,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural DV Services,Emergency Shelter,Legal Advocacy,Children Programs]",[English],,"Services: [Rural DV Services,Emergency Shelter,Legal Advocacy,Children Programs]"
SH263,Shelter,Community Action Partnership Butte,406-782-7781,www.capmt.org,help@capmt.org,305 W Mercury St,Butte,MT,59701,46.0038,-112.5348,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural DV Services,Emergency Shelter,Mining Community Support,Legal Aid]",[English],,"Services: [Rural DV Services,Emergency Shelter,Mining Community Support,Legal Aid]"
SH264,Shelter,Northwest Kansas DV/SA Services Goodland,785-890-5770,www.nwksdvsa.org,help@nwksdvsa.org,P.O. Box 294,Goodland,KS,67735,39.3508,-101.7104,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Emergency Shelter,Plains Community Outreach,Legal Advocacy,Counseling]","[English,Spanish]",,"Services: [Rural Emergency Shelter,Plains Community Outreach,Legal Advocacy,Counseling]"
SH265,Shelter,Crisis Center of Comal County New Braunfels,830-625-8700,www.crisiscentercc.org,help@crisiscomal.org,P.O. Box 310186,New Braunfels,TX,78131,29.7030,-98.1245,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural DV Services,Emergency Shelter,Legal Services,Hill Country Outreach]","[English,Spanish]",[Latinx],"Services: [Rural DV Services,Emergency Shelter,Legal Services,Hill Country Outreach]"
SH266,Shelter,Family Violence Prevention Services Greenfield,413-773-5107,www.fvpsinc.org,help@fvpsinc.org,P.O. Box 259,Greenfield,MA,01302,42.5876,-72.5995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Emergency Shelter,Legal Advocacy,Counseling,Pioneer Valley Outreach]","[English,Spanish]",,"Services: [Rural Emergency Shelter,Legal Advocacy,Counseling,Pioneer Valley Outreach]"
SH267,Shelter,Safe Passage Bentonville,479-246-9999,www.safepassagenwa.org,help@safepassage.org,P.O. Box 1396,Bentonville,AR,72712,36.3729,-94.2088,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural DV Services,Emergency Shelter,Legal Aid,Ozark Mountain Communities]","[English,Spanish]",,"Services: [Rural DV Services,Emergency Shelter,Legal Aid,Ozark Mountain Communities]"
SH268,Shelter,Someplace Safe Lewiston,208-746-9655,www.someplacesafe.org,help@someplacesafe.org,P.O. Box 1985,Lewiston,ID,83501,46.4165,-117.0177,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Emergency Shelter,Legal Advocacy,Counseling,Agricultural Worker Support]","[English,Spanish]",,"Services: [Rural Emergency Shelter,Legal Advocacy,Counseling,Agricultural Worker Support]"
SH269,Shelter,CARE House Decatur,256-353-0304,www.carehousedecatur.org,help@carehouse.org,P.O. Box 2224,Decatur,AL,35602,34.6059,-86.9833,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural DV Services,Emergency Shelter,Legal Services,Children Advocacy]",[English],,"Services: [Rural DV Services,Emergency Shelter,Legal Services,Children Advocacy]"
SH270,Shelter,YWCA Walla Walla,509-529-9922,www.ywcaww.org,help@ywcaww.org,29 E Alder St,Walla Walla,WA,99362,46.0646,-118.3430,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Emergency Shelter,Farm Worker Outreach,Legal Advocacy,Counseling]","[English,Spanish]","[Latinx,Agricultural Workers]","Services: [Rural Emergency Shelter,Farm Worker Outreach,Legal Advocacy,Counseling]"
SH271,Shelter,Domestic & Sexual Violence Program Sitka,907-747-6511,www.sitkadv.org,help@sitkadv.org,P.O. Box 6136,Sitka,AK,99835,57.0531,-135.3300,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Alaska DV Services,Emergency Shelter,Island Community Support,Legal Aid]",[English],[Alaska Native],"Services: [Rural Alaska DV Services,Emergency Shelter,Island Community Support,Legal Aid]"
SH272,Shelter,Women's Crisis Services Ketchikan,907-225-9474,www.womenscrisis-ktn.org,help@wcsketchi kan.org,P.O. Box 3207,Ketchikan,AK,99901,55.3422,-131.6461,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Alaska Shelter,Island Communities,Alaska Native Outreach,Legal Advocacy]",[English],[Alaska Native],"Services: [Rural Alaska Shelter,Island Communities,Alaska Native Outreach,Legal Advocacy]"
SH273,Shelter,SAFE in Hunterdon Flemington,908-788-4044,www.safeinhunterdon.org,help@safehunterdon.org,P.O. Box 190,Flemington,NJ,08822,40.5123,-74.8593,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural DV Services,Emergency Shelter,Legal Services,Farm Community Support]","[English,Spanish]",,"Services: [Rural DV Services,Emergency Shelter,Legal Services,Farm Community Support]"
SH274,Shelter,Serenity Inc Waupun,920-324-4357,www.serenityincwi.org,help@serenityinc.org,P.O. Box 218,Waupun,WI,53963,43.6333,-88.7295,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Emergency Shelter,Legal Advocacy,Counseling,Farming Community Outreach]","[English,Spanish]",,"Services: [Rural Emergency Shelter,Legal Advocacy,Counseling,Farming Community Outreach]"
SH275,Shelter,Mountain Crisis Services Bryson City,828-488-6159,www.mountaincrisisservices.org,help@mtcrisis.org,P.O. Box 1537,Bryson City,NC,28713,35.4309,-83.4474,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Mountain Shelter,Appalachian Communities,Legal Aid,Counseling]",[English],,"Services: [Rural Mountain Shelter,Appalachian Communities,Legal Aid,Counseling]"
SH276,Shelter,Hospitality House Astoria,503-325-5735,www.homefreeNW.org,help@hospitalityhouse.org,P.O. Box 474,Astoria,OR,97103,46.1879,-123.8313,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Coastal Shelter,Emergency Housing,Legal Advocacy,Fishing Community Support]","[English,Spanish]",,"Services: [Rural Coastal Shelter,Emergency Housing,Legal Advocacy,Fishing Community Support]"
SH277,Shelter,Avalon Center Alamogordo,575-437-2601,www.avalonalamogordo.org,help@avalonnm.org,P.O. Box 10,Alamogordo,NM,88311,32.8995,-105.9603,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Desert Shelter,Emergency Housing,Legal Services,Military Family Support]","[English,Spanish]",[Latinx],"Services: [Rural Desert Shelter,Emergency Housing,Legal Services,Military Family Support]"
SH278,Shelter,Freedom's Path Willmar,320-235-4613,www.freedomspath.org,help@freedomspath.org,P.O. Box 932,Willmar,MN,56201,45.1219,-95.0433,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Farm Belt Shelter,Emergency Housing,Legal Advocacy,Immigrant Outreach]","[English,Spanish,Somali]",,"Services: [Rural Farm Belt Shelter,Emergency Housing,Legal Advocacy,Immigrant Outreach]"
SH279,Shelter,Family Resource Center Mobridge,605-845-2552,www.frcmobridge.org,help@frcmobridge.org,P.O. Box 1295,Mobridge,SD,57601,45.5375,-100.4293,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Plains Shelter,Native American Outreach,Legal Aid,Counseling]","[English,Lakota]","[Lakota,Native American]","Services: [Rural Plains Shelter,Native American Outreach,Legal Aid,Counseling]"
SH280,Shelter,Cedar Ridge Ellensburg,509-925-4168,www.cedarridgewa.org,help@cedarridge.org,P.O. Box 156,Ellensburg,WA,98926,46.9965,-120.5478,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Valley Shelter,Emergency Housing,Farm Worker Support,Legal Advocacy]","[English,Spanish]","[Latinx,Agricultural Workers]","Services: [Rural Valley Shelter,Emergency Housing,Farm Worker Support,Legal Advocacy]"
SH281,Shelter,Shelter Care Coos Bay,541-267-4357,www.sheltercarecoosba y.org,help@sheltercare.org,P.O. Box 1160,Coos Bay,OR,97420,43.3665,-124.2179,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Coastal Shelter,Emergency Housing,Legal Services,Timber Community Support]",[English],,"Services: [Rural Coastal Shelter,Emergency Housing,Legal Services,Timber Community Support]"
SH282,Shelter,Mountain Resource Center Conifer,303-838-7552,www.mrccolorado.org,help@mrccolorado.org,P.O. Box 156,Conifer,CO,80433,39.5164,-105.3078,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Mountain Shelter,Emergency Housing,Legal Advocacy,High Elevation Communities]","[English,Spanish]",,"Services: [Rural Mountain Shelter,Emergency Housing,Legal Advocacy,High Elevation Communities]"
SH283,Shelter,Guardian Shelter Batesville,870-793-4357,www.guardianshelter.org,help@guardianshelter.org,P.O. Box 1405,Batesville,AR,72503,35.7698,-91.6407,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Ozark Shelter,Emergency Housing,Legal Aid,Mountain Community Support]",[English],,"Services: [Rural Ozark Shelter,Emergency Housing,Legal Aid,Mountain Community Support]"
SH284,Shelter,OASIS Weslaco,956-968-6611,www.oasisweslaco.org,help@oasisweslaco.org,P.O. Box 2170,Weslaco,TX,78599,26.1595,-97.9908,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Border Shelter,Emergency Housing,Migrant Worker Support,Legal Services]","[Spanish,English]","[Latinx,Agricultural Workers]","Services: [Rural Border Shelter,Emergency Housing,Migrant Worker Support,Legal Services]"
SH285,Shelter,Family Violence Intervention Program Paragould,870-239-1011,www.fvipparagould.org,help@fvip.org,P.O. Box 1306,Paragould,AR,72451,36.0584,-90.4973,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Delta Shelter,Emergency Housing,Legal Advocacy,Agricultural Community Support]",[English],,"Services: [Rural Delta Shelter,Emergency Housing,Legal Advocacy,Agricultural Community Support]"
SH286,Shelter,Tidal Wave Response Network Kodiak,907-486-3625,www.tidalwaveresponse.org,help@tidalwave.org,P.O. Box 2815,Kodiak,AK,99615,57.7900,-152.4072,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Alaska Island Shelter,Emergency Housing,Fishing Community Support,Legal Aid]",[English],[Alaska Native],"Services: [Rural Alaska Island Shelter,Emergency Housing,Fishing Community Support,Legal Aid]"
SH287,Shelter,REACH Inc Siler City,919-742-7447,www.reachofsiler.org,help@reachsilercity.org,P.O. Box 1346,Siler City,NC,27344,35.7235,-79.4622,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Piedmont Shelter,Emergency Housing,Poultry Worker Outreach,Legal Services]","[Spanish,English]","[Latinx,Agricultural Workers]","Services: [Rural Piedmont Shelter,Emergency Housing,Poultry Worker Outreach,Legal Services]"
SH288,Shelter,S.A.F.E. House Riverton,307-856-4734,www.safehouseriverton.org,help@safehouseriverton.org,P.O. Box 1748,Riverton,WY,82501,43.0250,-108.3801,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Wind River Shelter,Emergency Housing,Native American Outreach,Legal Advocacy]",[English],"[Shoshone,Arapaho,Native American]","Services: [Rural Wind River Shelter,Emergency Housing,Native American Outreach,Legal Advocacy]"
SH289,Shelter,The Crisis Center Gillette,307-686-8071,www.crisiscenterwy.org,help@crisiscentergillette.org,P.O. Box 943,Gillette,WY,82717,44.2911,-105.5022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Energy Belt Shelter,Emergency Housing,Coal Country Support,Legal Aid]",[English],,"Services: [Rural Energy Belt Shelter,Emergency Housing,Coal Country Support,Legal Aid]"
SH290,Shelter,Safe Haven Shelter Rock Springs,307-352-6635,www.safehavenrs.org,help@safehavenrs.org,P.O. Box 1095,Rock Springs,WY,82902,41.5875,-109.2029,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Desert Shelter,Emergency Housing,Mining Community Support,Legal Services]","[English,Spanish]",,"Services: [Rural Desert Shelter,Emergency Housing,Mining Community Support,Legal Services]"
SH291,Shelter,Transitions Abilene,325-677-7895,www.transitionsabilene.org,help@transitionsabilene.org,P.O. Box 1231,Abilene,TX,79604,32.4487,-99.7331,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural West Texas Shelter,Emergency Housing,Legal Advocacy,Ranch Community Support]","[English,Spanish]",,"Services: [Rural West Texas Shelter,Emergency Housing,Legal Advocacy,Ranch Community Support]"
SH292,Shelter,Family Crisis Center of East Texas Tyler,903-595-5591,www.familycrisiscenteretx.org,help@fccetx.org,P.O. Box 6904,Tyler,TX,75711,32.3513,-95.3011,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural East Texas Shelter,Emergency Housing,Legal Services,Piney Woods Communities]","[English,Spanish]",,"Services: [Rural East Texas Shelter,Emergency Housing,Legal Services,Piney Woods Communities]"
SH293,Shelter,Volunteers of America Coeur d'Alene,208-664-3095,www.voaspokane.org,help@voaspokane.org,105 N 1st St,Coeur d'Alene,ID,83814,47.6777,-116.7805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Idaho Panhandle Shelter,Emergency Housing,Legal Advocacy,Lake Community Support]",[English],,"Services: [Rural Idaho Panhandle Shelter,Emergency Housing,Legal Advocacy,Lake Community Support]"
SH294,Shelter,Family Services of Southeast Idaho Pocatello,208-232-0742,www.fsidaho.org,help@fsidaho.org,P.O. Box 4234,Pocatello,ID,83205,42.8713,-112.4455,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Southeast Idaho Shelter,Emergency Housing,Legal Services,Cultural Sensitivity]","[English,Spanish]",,"Services: [Rural Southeast Idaho Shelter,Emergency Housing,Legal Services,Cultural Sensitivity]"
SH295,Shelter,Domestic Violence & Rape Crisis Center Elko,775-738-9454,www.dvrccnv.org,help@dvrccnv.org,P.O. Box 1264,Elko,NV,89803,40.8324,-115.7631,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Nevada Shelter,Emergency Housing,Mining Community Support,Legal Advocacy]","[English,Spanish]",,"Services: [Rural Nevada Shelter,Emergency Housing,Mining Community Support,Legal Advocacy]"
SH296,Shelter,Advocates to End Domestic Violence Burlington,802-658-3131,www.aedv.org,help@aedv.org,P.O. Box 713,Burlington,VT,05402,44.4759,-73.2121,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Vermont Shelter,Emergency Housing,Legal Services,Farm Community Support]",[English],,"Services: [Rural Vermont Shelter,Emergency Housing,Legal Services,Farm Community Support]"
SH297,Shelter,Hope Shelter Pontiac,815-842-0720,www.hopeshelterpontiac.org,help@hopeshelterpontiac.org,P.O. Box 64,Pontiac,IL,61764,40.8809,-88.6298,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Central Illinois Shelter,Emergency Housing,Legal Advocacy,Farm Belt Support]","[English,Spanish]",,"Services: [Rural Central Illinois Shelter,Emergency Housing,Legal Advocacy,Farm Belt Support]"
SH298,Shelter,DuBois Center Against Abuse DuBois,814-371-4673,www.dcaa-pa.org,help@dcaa-pa.org,P.O. Box 805,DuBois,PA,15801,41.1195,-78.7603,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Pennsylvania Shelter,Emergency Housing,Legal Services,Coal Region Support]",[English],,"Services: [Rural Pennsylvania Shelter,Emergency Housing,Legal Services,Coal Region Support]"
SH299,Shelter,Women In Crisis Saratoga Springs,518-584-8188,www.womenincrisisctr.org,help@womencrisis.org,P.O. Box 1485,Saratoga Springs,NY,12866,43.0831,-73.7846,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Rural Upstate NY Shelter,Emergency Housing,Legal Advocacy,Adirondack Communities]","[English,Spanish]",,"Services: [Rural Upstate NY Shelter,Emergency Housing,Legal Advocacy,Adirondack Communities]"
SH300,Shelter,Penobscot Nation DV Program Indian Island,207-817-7358,www.penobscotnation.org,dvservices@penobscot.org,6 River Rd,Indian Island,ME,04468,44.8528,-68.6964,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,"[Tribal DV Services,Penobscot Communities,Traditional Healing,Legal Advocacy]",[English],"[Penobscot,Native American]","Services: [Tribal DV Services,Penobscot Communities,Traditional Healing,Legal Advocacy]"
SH301,Shelter,Safe Nest Las Vegas Greyhound Partner,702-646-4981,www.safenest.org,help@safenest.org,2915 W Charleston Blvd,Las Vegas,NV,89102,36.1598,-115.1951,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Emergency Shelter;Greyhound Bus Tickets;DV Services;Children Welcome,English;Spanish,,Services: Emergency Shelter;Greyhound Bus Tickets;DV Services;Children Welcome
SH302,Counseling,RAINN National Virtual Services,800-656-4673,www.rainn.org,help@rainn.org,,Washington,DC,20036,38.9072,-77.0369,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,0,TRUE,FALSE,Virtual Counseling;24/7 Hotline;Sexual Assault Support;DV Support,English;Spanish;200+ Languages,,Services: Virtual Counseling;24/7 Hotline;Sexual Assault Support;DV Support
SH303,Legal Aid,Texas Advocacy Project Virtual Legal,800-374-4673,www.texasadvocacyproject.org,legal@tap.org,,Austin,TX,78701,30.2672,-97.7431,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,Virtual Legal Aid;U-Visa Support;Protective Orders;Statewide Access,English;Spanish,,Services: Virtual Legal Aid;U-Visa Support;Protective Orders;Statewide Access
SH304,Shelter,Family Promise Nashville Transportation,615-244-2222,www.familypromisenashville.org,help@fpnashville.org,209 10th Ave S,Nashville,TN,37203,36.1541,-86.7816,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Emergency Shelter;Transportation Assistance;Gas Vouchers;Children Welcome,English,,Services: Emergency Shelter;Transportation Assistance;Gas Vouchers;Children Welcome
SH305,Shelter,Wings Program Greyhound Partner Minneapolis,612-825-4357,www.wingsprogram.com,intake@wings.org,4201 Bloomington Ave,Minneapolis,MN,55407,44.9263,-93.2624,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Emergency Shelter;Greyhound Bus Tickets;Long-term Housing;Pet Fostering,English;Spanish;Somali,,Services: Emergency Shelter;Greyhound Bus Tickets;Long-term Housing;Pet Fostering
SH306,Counseling,Montana Coalition Virtual Counseling,406-443-7794,www.mcedv.org,help@mcedv.org,,Helena,MT,59601,46.5884,-112.0245,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Virtual Counseling;Statewide Support;Rural Outreach;24/7 Hotline,English,,Services: Virtual Counseling;Statewide Support;Rural Outreach;24/7 Hotline
SH307,Legal Aid,Idaho Legal Aid Services Virtual,208-746-7541,www.idaholegalaid.org,intake@ials.org,,Boise,ID,83702,43.6150,-116.2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Virtual Legal Services;DV Protective Orders;Rural Access;Free Services,English;Spanish,,Services: Virtual Legal Services;DV Protective Orders;Rural Access;Free Services
SH308,Shelter,Georgia Coalition Gas Voucher Program,404-209-0280,www.gcadv.org,vouchers@gcadv.org,,Decatur,GA,30030,33.7748,-84.2963,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,Gas Voucher Program;Transportation Assistance;Statewide Network;Mileage Reimbursement,English;Spanish,,Services: Gas Voucher Program;Transportation Assistance;Statewide Network;Mileage Reimbursement
SH309,Shelter,Lutheran Social Services Rural Transport,701-235-7341,www.lssnd.org,transport@lssnd.org,3911 2nd Ave N,Fargo,ND,58102,46.8997,-96.8061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Rural Transportation;Emergency Shelter Rides;Volunteer Driver Network;ND/MN/SD Coverage,English,,Services: Rural Transportation;Emergency Shelter Rides;Volunteer Driver Network;ND/MN/SD Coverage
SH310,Counseling,Wyoming Coalition Virtual Support,307-755-5481,www.wyomingdvsa.org,virtual@wydvsa.org,,Laramie,WY,82070,41.3114,-105.5911,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Virtual Counseling;Support Groups;Statewide Access;Rural Focus,English;Spanish,,Services: Virtual Counseling;Support Groups;Statewide Access;Rural Focus
SH311,Shelter,New Mexico Coalition Relocation Help,505-246-9240,www.nmcadv.org,relocation@nmcadv.org,,Albuquerque,NM,87102,35.0844,-106.6504,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Relocation Assistance;Moving Cost Help;Statewide Support;Safety Planning,English;Spanish,Latinx,Services: Relocation Assistance;Moving Cost Help;Statewide Support;Safety Planning
SH312,Shelter,Maine Coalition Virtual & Transport,207-941-1194,www.mcedv.org,transport@mcedv.org,,Bangor,ME,04401,44.8016,-68.7712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Virtual Services;Rural Transportation;Volunteer Drivers;Statewide Network,English,,Services: Virtual Services;Rural Transportation;Volunteer Drivers;Statewide Network
SH313,Legal Aid,Alaska Network Virtual Legal Aid,907-586-3650,www.andvsa.org,legal@andvsa.org,,Juneau,AK,99801,58.3019,-134.4197,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Virtual Legal Services;Alaska Villages Access;Native Communities;Remote Counseling,English,Native American;Alaska Native,Services: Virtual Legal Services;Alaska Villages Access;Native Communities;Remote Counseling
SH314,Shelter,Catholic Charities Greyhound Partner,multiple,www.catholiccharitiesusa.org,shelter@ccusa.org,,Alexandria,VA,22314,38.8048,-77.0469,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,FALSE,Greyhound Bus Program;Nationwide Network;Emergency Shelter;Travel Assistance,English;Spanish,Latinx,Services: Greyhound Bus Program;Nationwide Network;Emergency Shelter;Travel Assistance
